,Gene_0,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19
82,990.0,14.0,252.0,0.0,79.0,19.0,13.0,781.0,0.0,0.0,75.0,6.0,1.0,0.0,0.0,97.0,18.0,1.0,827.0,6.0
83,1004.0,12.0,241.0,0.0,75.0,18.0,13.0,801.0,0.0,0.0,72.0,6.0,1.0,1.0,0.0,88.0,15.0,1.0,806.0,6.0
84,1018.0,10.0,218.0,0.0,69.0,16.0,15.0,819.0,0.0,0.0,66.0,6.0,0.0,1.0,0.0,83.0,12.0,1.0,739.0,14.0
85,1011.0,9.0,198.0,0.0,60.0,15.0,41.0,824.0,0.0,0.0,67.0,6.0,0.0,1.0,0.0,90.0,9.0,1.0,675.0,25.0
86,999.0,9.0,189.0,0.0,57.0,15.0,52.0,828.0,0.0,0.0,82.0,4.0,0.0,1.0,0.0,115.0,9.0,1.0,619.0,44.0
87,993.0,9.0,173.0,0.0,56.0,15.0,57.0,848.0,0.0,0.0,116.0,5.0,0.0,1.0,0.0,138.0,9.0,1.0,572.0,55.0
88,993.0,8.0,157.0,0.0,49.0,12.0,52.0,852.0,0.0,0.0,142.0,6.0,0.0,1.0,0.0,171.0,9.0,1.0,524.0,56.0
89,998.0,8.0,145.0,0.0,46.0,12.0,55.0,858.0,0.0,0.0,176.0,8.0,0.0,1.0,0.0,206.0,9.0,1.0,478.0,52.0
90,971.0,7.0,135.0,0.0,43.0,11.0,55.0,870.0,0.0,0.0,211.0,4.0,0.0,1.0,0.0,227.0,7.0,1.0,436.0,53.0
91,978.0,7.0,124.0,0.0,41.0,11.0,55.0,874.0,0.0,0.0,236.0,5.0,0.0,1.0,0.0,256.0,7.0,1.0,410.0,55.0
92,980.0,7.0,113.0,0.0,40.0,11.0,52.0,864.0,0.0,0.0,266.0,9.0,0.0,1.0,0.0,272.0,6.0,1.0,372.0,52.0
93,988.0,7.0,107.0,0.0,36.0,10.0,52.0,876.0,0.0,0.0,283.0,8.0,0.0,1.0,0.0,304.0,6.0,1.0,343.0,49.0
94,984.0,6.0,93.0,0.0,28.0,10.0,51.0,890.0,0.0,0.0,313.0,8.0,0.0,1.0,0.0,322.0,5.0,1.0,316.0,52.0
95,963.0,5.0,84.0,0.0,26.0,10.0,48.0,899.0,0.0,0.0,331.0,8.0,0.0,1.0,0.0,335.0,5.0,1.0,300.0,50.0
96,959.0,5.0,80.0,0.0,24.0,9.0,45.0,922.0,0.0,0.0,353.0,10.0,0.0,1.0,0.0,338.0,3.0,1.0,277.0,45.0
97,965.0,5.0,73.0,0.0,22.0,8.0,44.0,923.0,0.0,0.0,359.0,14.0,0.0,1.0,0.0,343.0,3.0,1.0,251.0,44.0
98,986.0,5.0,67.0,0.0,20.0,8.0,44.0,915.0,0.0,0.0,375.0,17.0,0.0,1.0,0.0,362.0,3.0,1.0,228.0,42.0
99,968.0,5.0,63.0,0.0,18.0,7.0,43.0,936.0,0.0,0.0,376.0,19.0,0.0,0.0,0.0,369.0,3.0,1.0,252.0,39.0
100,978.0,4.0,60.0,0.0,17.0,7.0,39.0,951.0,0.0,0.0,367.0,20.0,0.0,0.0,0.0,373.0,3.0,1.0,289.0,33.0
101,970.0,3.0,54.0,0.0,16.0,7.0,36.0,986.0,0.0,0.0,356.0,21.0,0.0,0.0,0.0,377.0,3.0,1.0,310.0,34.0
102,986.0,2.0,50.0,0.0,16.0,7.0,37.0,982.0,0.0,0.0,349.0,20.0,0.0,0.0,0.0,364.0,3.0,1.0,329.0,30.0
103,994.0,2.0,48.0,0.0,16.0,5.0,33.0,990.0,0.0,0.0,352.0,23.0,0.0,0.0,0.0,363.0,3.0,1.0,364.0,29.0
104,1007.0,2.0,46.0,0.0,16.0,5.0,32.0,1012.0,0.0,0.0,337.0,24.0,0.0,0.0,0.0,347.0,2.0,1.0,404.0,27.0
105,1010.0,11.0,45.0,0.0,13.0,24.0,29.0,1003.0,0.0,0.0,327.0,22.0,0.0,0.0,0.0,344.0,16.0,1.0,421.0,25.0
